seed,scenario,detector,collapse_expected,warning,lead_time,verdict
69,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
69,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
69,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
69,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
70,stable_dynamic,gv_recoverability,False,,,QUIET
70,stable_dynamic,rolling_z_score,False,,,QUIET
70,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
70,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
70,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
70,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
70,critical_slowing_dynamic,gv_recoverability,True,780,20,EARLY_WARNING
70,critical_slowing_dynamic,rolling_z_score,True,,,MISS
70,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
70,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
70,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
70,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
71,stable_dynamic,gv_recoverability,False,,,QUIET
71,stable_dynamic,rolling_z_score,False,,,QUIET
71,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
71,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
71,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
71,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
71,critical_slowing_dynamic,gv_recoverability,True,820,-20,MISS
71,critical_slowing_dynamic,rolling_z_score,True,,,MISS
71,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
71,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
71,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
71,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
72,stable_dynamic,gv_recoverability,False,,,QUIET
72,stable_dynamic,rolling_z_score,False,,,QUIET
72,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
72,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
72,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
72,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
72,critical_slowing_dynamic,gv_recoverability,True,780,20,EARLY_WARNING
72,critical_slowing_dynamic,rolling_z_score,True,,,MISS
72,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
72,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
72,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
72,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
73,stable_dynamic,gv_recoverability,False,,,QUIET
73,stable_dynamic,rolling_z_score,False,,,QUIET
73,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
73,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
73,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
73,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
73,critical_slowing_dynamic,gv_recoverability,True,780,20,EARLY_WARNING
73,critical_slowing_dynamic,rolling_z_score,True,,,MISS
73,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
73,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
73,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
73,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
74,stable_dynamic,gv_recoverability,False,,,QUIET
74,stable_dynamic,rolling_z_score,False,,,QUIET
74,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
74,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
74,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
74,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
74,critical_slowing_dynamic,gv_recoverability,True,780,20,EARLY_WARNING
74,critical_slowing_dynamic,rolling_z_score,True,,,MISS
74,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
74,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
74,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
74,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
75,stable_dynamic,gv_recoverability,False,,,QUIET
75,stable_dynamic,rolling_z_score,False,,,QUIET
75,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
75,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
75,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
75,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
75,critical_slowing_dynamic,gv_recoverability,True,800,0,MISS
75,critical_slowing_dynamic,rolling_z_score,True,,,MISS
75,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
75,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
75,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
75,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
76,stable_dynamic,gv_recoverability,False,,,QUIET
76,stable_dynamic,rolling_z_score,False,,,QUIET
76,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
76,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
76,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
76,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
76,critical_slowing_dynamic,gv_recoverability,True,780,20,EARLY_WARNING
76,critical_slowing_dynamic,rolling_z_score,True,,,MISS
76,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
76,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
76,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
76,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
77,stable_dynamic,gv_recoverability,False,,,QUIET
77,stable_dynamic,rolling_z_score,False,,,QUIET
77,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
77,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
77,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
77,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
77,critical_slowing_dynamic,gv_recoverability,True,780,20,EARLY_WARNING
77,critical_slowing_dynamic,rolling_z_score,True,,,MISS
77,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
77,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
77,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
77,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
78,stable_dynamic,gv_recoverability,False,,,QUIET
78,stable_dynamic,rolling_z_score,False,,,QUIET
78,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
78,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
78,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
78,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
78,critical_slowing_dynamic,gv_recoverability,True,780,20,EARLY_WARNING
78,critical_slowing_dynamic,rolling_z_score,True,,,MISS
78,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
78,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
78,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
78,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
79,stable_dynamic,gv_recoverability,False,,,QUIET
79,stable_dynamic,rolling_z_score,False,,,QUIET
79,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
79,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
79,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
79,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
79,critical_slowing_dynamic,gv_recoverability,True,800,0,MISS
79,critical_slowing_dynamic,rolling_z_score,True,,,MISS
79,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
79,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
79,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
79,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
80,stable_dynamic,gv_recoverability,False,,,QUIET
80,stable_dynamic,rolling_z_score,False,,,QUIET
80,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
80,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
80,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
80,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
80,critical_slowing_dynamic,gv_recoverability,True,820,-20,MISS
80,critical_slowing_dynamic,rolling_z_score,True,,,MISS
80,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
80,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
80,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
80,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
81,stable_dynamic,gv_recoverability,False,,,QUIET
81,stable_dynamic,rolling_z_score,False,,,QUIET
81,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
81,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
81,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
81,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
81,critical_slowing_dynamic,gv_recoverability,True,780,20,EARLY_WARNING
81,critical_slowing_dynamic,rolling_z_score,True,,,MISS
81,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
81,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
81,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
81,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
82,stable_dynamic,gv_recoverability,False,,,QUIET
82,stable_dynamic,rolling_z_score,False,,,QUIET
82,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
82,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
82,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
82,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
82,critical_slowing_dynamic,gv_recoverability,True,780,20,EARLY_WARNING
82,critical_slowing_dynamic,rolling_z_score,True,,,MISS
82,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
82,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
82,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
82,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
83,stable_dynamic,gv_recoverability,False,,,QUIET
83,stable_dynamic,rolling_z_score,False,,,QUIET
83,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
83,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
83,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
83,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
83,critical_slowing_dynamic,gv_recoverability,True,780,20,EARLY_WARNING
83,critical_slowing_dynamic,rolling_z_score,True,,,MISS
83,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
83,abrupt_collapse_dynamic,gv_recoverability,True,820,-20,MISS
83,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
83,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
84,stable_dynamic,gv_recoverability,False,,,QUIET
84,stable_dynamic,rolling_z_score,False,,,QUIET
84,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
84,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
84,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
84,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
84,critical_slowing_dynamic,gv_recoverability,True,780,20,EARLY_WARNING
84,critical_slowing_dynamic,rolling_z_score,True,,,MISS
84,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
84,abrupt_collapse_dynamic,gv_recoverability,True,820,-20,MISS
84,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
84,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
85,stable_dynamic,gv_recoverability,False,,,QUIET
85,stable_dynamic,rolling_z_score,False,,,QUIET
85,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
85,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
85,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
85,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
85,critical_slowing_dynamic,gv_recoverability,True,800,0,MISS
85,critical_slowing_dynamic,rolling_z_score,True,,,MISS
85,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
85,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
85,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
85,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
86,stable_dynamic,gv_recoverability,False,,,QUIET
86,stable_dynamic,rolling_z_score,False,,,QUIET
86,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
86,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
86,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
86,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
86,critical_slowing_dynamic,gv_recoverability,True,780,20,EARLY_WARNING
86,critical_slowing_dynamic,rolling_z_score,True,,,MISS
86,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
86,abrupt_collapse_dynamic,gv_recoverability,True,820,-20,MISS
86,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
86,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
87,stable_dynamic,gv_recoverability,False,,,QUIET
87,stable_dynamic,rolling_z_score,False,,,QUIET
87,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
87,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
87,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
87,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
87,critical_slowing_dynamic,gv_recoverability,True,780,20,EARLY_WARNING
87,critical_slowing_dynamic,rolling_z_score,True,,,MISS
87,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
87,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
87,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
87,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
88,stable_dynamic,gv_recoverability,False,,,QUIET
88,stable_dynamic,rolling_z_score,False,,,QUIET
88,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
88,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
88,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
88,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
88,critical_slowing_dynamic,gv_recoverability,True,800,0,MISS
88,critical_slowing_dynamic,rolling_z_score,True,,,MISS
88,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
88,abrupt_collapse_dynamic,gv_recoverability,True,820,-20,MISS
88,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
88,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
89,stable_dynamic,gv_recoverability,False,,,QUIET
89,stable_dynamic,rolling_z_score,False,,,QUIET
89,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
89,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
89,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
89,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
89,critical_slowing_dynamic,gv_recoverability,True,780,20,EARLY_WARNING
89,critical_slowing_dynamic,rolling_z_score,True,,,MISS
89,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
89,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
89,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
89,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
90,stable_dynamic,gv_recoverability,False,,,QUIET
90,stable_dynamic,rolling_z_score,False,,,QUIET
90,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
90,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
90,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
90,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
90,critical_slowing_dynamic,gv_recoverability,True,800,0,MISS
90,critical_slowing_dynamic,rolling_z_score,True,,,MISS
90,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
90,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
90,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
90,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
91,stable_dynamic,gv_recoverability,False,,,QUIET
91,stable_dynamic,rolling_z_score,False,,,QUIET
91,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
91,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
91,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
91,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
91,critical_slowing_dynamic,gv_recoverability,True,780,20,EARLY_WARNING
91,critical_slowing_dynamic,rolling_z_score,True,,,MISS
91,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
91,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
91,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
91,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
92,stable_dynamic,gv_recoverability,False,,,QUIET
92,stable_dynamic,rolling_z_score,False,,,QUIET
92,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
92,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
92,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
92,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
92,critical_slowing_dynamic,gv_recoverability,True,780,20,EARLY_WARNING
92,critical_slowing_dynamic,rolling_z_score,True,,,MISS
92,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
92,abrupt_collapse_dynamic,gv_recoverability,True,820,-20,MISS
92,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
92,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
93,stable_dynamic,gv_recoverability,False,,,QUIET
93,stable_dynamic,rolling_z_score,False,,,QUIET
93,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
93,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
93,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
93,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
93,critical_slowing_dynamic,gv_recoverability,True,780,20,EARLY_WARNING
93,critical_slowing_dynamic,rolling_z_score,True,,,MISS
93,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
93,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
93,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
93,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
94,stable_dynamic,gv_recoverability,False,,,QUIET
94,stable_dynamic,rolling_z_score,False,,,QUIET
94,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
94,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
94,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
94,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
94,critical_slowing_dynamic,gv_recoverability,True,800,0,MISS
94,critical_slowing_dynamic,rolling_z_score,True,,,MISS
94,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
94,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
94,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
94,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
95,stable_dynamic,gv_recoverability,False,,,QUIET
95,stable_dynamic,rolling_z_score,False,,,QUIET
95,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
95,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
95,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
95,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
95,critical_slowing_dynamic,gv_recoverability,True,800,0,MISS
95,critical_slowing_dynamic,rolling_z_score,True,,,MISS
95,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
95,abrupt_collapse_dynamic,gv_recoverability,True,820,-20,MISS
95,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
95,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
96,stable_dynamic,gv_recoverability,False,,,QUIET
96,stable_dynamic,rolling_z_score,False,,,QUIET
96,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
96,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
96,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
96,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
96,critical_slowing_dynamic,gv_recoverability,True,760,40,EARLY_WARNING
96,critical_slowing_dynamic,rolling_z_score,True,,,MISS
96,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
96,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
96,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
96,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
97,stable_dynamic,gv_recoverability,False,,,QUIET
97,stable_dynamic,rolling_z_score,False,,,QUIET
97,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
97,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
97,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
97,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
97,critical_slowing_dynamic,gv_recoverability,True,780,20,EARLY_WARNING
97,critical_slowing_dynamic,rolling_z_score,True,,,MISS
97,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
97,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
97,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
97,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
98,stable_dynamic,gv_recoverability,False,,,QUIET
98,stable_dynamic,rolling_z_score,False,,,QUIET
98,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
98,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
98,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
98,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
98,critical_slowing_dynamic,gv_recoverability,True,760,40,EARLY_WARNING
98,critical_slowing_dynamic,rolling_z_score,True,,,MISS
98,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
98,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
98,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
98,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
99,stable_dynamic,gv_recoverability,False,,,QUIET
99,stable_dynamic,rolling_z_score,False,,,QUIET
99,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
99,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
99,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
99,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
99,critical_slowing_dynamic,gv_recoverability,True,780,20,EARLY_WARNING
99,critical_slowing_dynamic,rolling_z_score,True,,,MISS
99,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
99,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
99,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
99,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
100,stable_dynamic,gv_recoverability,False,,,QUIET
100,stable_dynamic,rolling_z_score,False,,,QUIET
100,stable_dynamic,rolling_variance,False,101,699,FALSE_POSITIVE
100,noisy_dynamic_recoverable,gv_recoverability,False,,,QUIET
100,noisy_dynamic_recoverable,rolling_z_score,False,,,QUIET
100,noisy_dynamic_recoverable,rolling_variance,False,101,699,FALSE_POSITIVE
100,critical_slowing_dynamic,gv_recoverability,True,780,20,EARLY_WARNING
100,critical_slowing_dynamic,rolling_z_score,True,,,MISS
100,critical_slowing_dynamic,rolling_variance,True,101,699,EARLY_WARNING
100,abrupt_collapse_dynamic,gv_recoverability,True,840,-40,MISS
100,abrupt_collapse_dynamic,rolling_z_score,True,,,MISS
100,abrupt_collapse_dynamic,rolling_variance,True,101,699,EARLY_WARNING
