alpha,noise_level,slowing_strength,seed,warning,lead_time,verdict
0.85,0.1,0.0005,17,800,0,MISS
0.85,0.1,0.0005,18,800,0,MISS
0.85,0.1,0.0005,19,800,0,MISS
0.85,0.1,0.0005,20,800,0,MISS
0.85,0.1,0.0005,21,800,0,MISS
0.85,0.1,0.0005,22,800,0,MISS
0.85,0.1,0.0005,23,800,0,MISS
0.85,0.1,0.0005,24,800,0,MISS
0.85,0.1,0.0005,25,800,0,MISS
0.85,0.1,0.0005,26,800,0,MISS
0.85,0.1,0.0005,27,800,0,MISS
0.85,0.1,0.0005,28,800,0,MISS
0.85,0.1,0.0005,29,800,0,MISS
0.85,0.1,0.0005,30,800,0,MISS
0.85,0.1,0.0005,31,800,0,MISS
0.85,0.1,0.0005,32,800,0,MISS
0.85,0.1,0.0005,33,800,0,MISS
0.85,0.1,0.0005,34,800,0,MISS
0.85,0.1,0.0005,35,800,0,MISS
0.85,0.1,0.0005,36,800,0,MISS
0.85,0.1,0.0005,37,800,0,MISS
0.85,0.1,0.0005,38,800,0,MISS
0.85,0.1,0.0005,39,800,0,MISS
0.85,0.1,0.0005,40,800,0,MISS
0.85,0.1,0.0005,41,800,0,MISS
0.85,0.1,0.0005,42,800,0,MISS
0.85,0.1,0.0005,43,800,0,MISS
0.85,0.1,0.0005,44,800,0,MISS
0.85,0.1,0.0005,45,820,-20,MISS
0.85,0.1,0.0005,46,800,0,MISS
0.85,0.1,0.0005,47,800,0,MISS
0.85,0.1,0.0005,48,800,0,MISS
0.85,0.1,0.0005,49,800,0,MISS
0.85,0.1,0.0005,50,820,-20,MISS
0.85,0.1,0.0005,51,800,0,MISS
0.85,0.1,0.0005,52,800,0,MISS
0.85,0.1,0.0005,53,800,0,MISS
0.85,0.1,0.0005,54,800,0,MISS
0.85,0.1,0.0005,55,800,0,MISS
0.85,0.1,0.0005,56,820,-20,MISS
0.85,0.1,0.0005,57,800,0,MISS
0.85,0.1,0.0005,58,820,-20,MISS
0.85,0.1,0.0005,59,800,0,MISS
0.85,0.1,0.0005,60,820,-20,MISS
0.85,0.1,0.0005,61,800,0,MISS
0.85,0.1,0.0005,62,800,0,MISS
0.85,0.1,0.0005,63,800,0,MISS
0.85,0.1,0.0005,64,820,-20,MISS
0.85,0.1,0.0005,65,800,0,MISS
0.85,0.1,0.0005,66,800,0,MISS
0.85,0.1,0.0005,67,800,0,MISS
0.85,0.1,0.0005,68,800,0,MISS
0.85,0.1,0.0005,69,800,0,MISS
0.85,0.1,0.0005,70,800,0,MISS
0.85,0.1,0.0005,71,800,0,MISS
0.85,0.1,0.0005,72,800,0,MISS
0.85,0.1,0.0005,73,800,0,MISS
0.85,0.1,0.0005,74,800,0,MISS
0.85,0.1,0.0005,75,800,0,MISS
0.85,0.1,0.0005,76,800,0,MISS
0.85,0.1,0.0005,77,800,0,MISS
0.85,0.1,0.0005,78,800,0,MISS
0.85,0.1,0.0005,79,800,0,MISS
0.85,0.1,0.0005,80,800,0,MISS
0.85,0.1,0.0005,81,820,-20,MISS
0.85,0.1,0.0005,82,800,0,MISS
0.85,0.1,0.0005,83,800,0,MISS
0.85,0.1,0.0005,84,800,0,MISS
0.85,0.1,0.0005,85,820,-20,MISS
0.85,0.1,0.0005,86,800,0,MISS
0.85,0.1,0.0005,87,800,0,MISS
0.85,0.1,0.0005,88,800,0,MISS
0.85,0.1,0.0005,89,800,0,MISS
0.85,0.1,0.0005,90,800,0,MISS
0.85,0.1,0.0005,91,820,-20,MISS
0.85,0.1,0.0005,92,800,0,MISS
0.85,0.1,0.0005,93,800,0,MISS
0.85,0.1,0.0005,94,800,0,MISS
0.85,0.1,0.0005,95,800,0,MISS
0.85,0.1,0.0005,96,800,0,MISS
0.85,0.1,0.0005,97,800,0,MISS
0.85,0.1,0.0005,98,800,0,MISS
0.85,0.1,0.0005,99,800,0,MISS
0.85,0.1,0.0005,100,800,0,MISS
0.85,0.1,0.001,1,720,80,EARLY_WARNING
0.85,0.1,0.001,2,660,140,EARLY_WARNING
0.85,0.1,0.001,3,680,120,EARLY_WARNING
0.85,0.1,0.001,4,700,100,EARLY_WARNING
0.85,0.1,0.001,5,720,80,EARLY_WARNING
0.85,0.1,0.001,6,660,140,EARLY_WARNING
0.85,0.1,0.001,7,660,140,EARLY_WARNING
0.85,0.1,0.001,8,700,100,EARLY_WARNING
0.85,0.1,0.001,9,700,100,EARLY_WARNING
0.85,0.1,0.001,10,720,80,EARLY_WARNING
0.85,0.1,0.001,11,700,100,EARLY_WARNING
0.85,0.1,0.001,12,700,100,EARLY_WARNING
0.85,0.1,0.001,13,640,160,EARLY_WARNING
0.85,0.1,0.001,14,680,120,EARLY_WARNING
0.85,0.1,0.001,15,680,120,EARLY_WARNING
0.85,0.1,0.001,16,640,160,EARLY_WARNING
0.85,0.1,0.001,17,720,80,EARLY_WARNING
0.85,0.1,0.001,18,660,140,EARLY_WARNING
0.85,0.1,0.001,19,660,140,EARLY_WARNING
0.85,0.1,0.001,20,720,80,EARLY_WARNING
0.85,0.1,0.001,21,660,140,EARLY_WARNING
0.85,0.1,0.001,22,680,120,EARLY_WARNING
0.85,0.1,0.001,23,700,100,EARLY_WARNING
0.85,0.1,0.001,24,700,100,EARLY_WARNING
0.85,0.1,0.001,25,640,160,EARLY_WARNING
0.85,0.1,0.001,26,680,120,EARLY_WARNING
0.85,0.1,0.001,27,680,120,EARLY_WARNING
0.85,0.1,0.001,28,700,100,EARLY_WARNING
0.85,0.1,0.001,29,680,120,EARLY_WARNING
0.85,0.1,0.001,30,700,100,EARLY_WARNING
0.85,0.1,0.001,31,680,120,EARLY_WARNING
0.85,0.1,0.001,32,720,80,EARLY_WARNING
0.85,0.1,0.001,33,720,80,EARLY_WARNING
0.85,0.1,0.001,34,700,100,EARLY_WARNING
0.85,0.1,0.001,35,700,100,EARLY_WARNING
0.85,0.1,0.001,36,680,120,EARLY_WARNING
0.85,0.1,0.001,37,700,100,EARLY_WARNING
0.85,0.1,0.001,38,660,140,EARLY_WARNING
0.85,0.1,0.001,39,700,100,EARLY_WARNING
0.85,0.1,0.001,40,680,120,EARLY_WARNING
0.85,0.1,0.001,41,680,120,EARLY_WARNING
0.85,0.1,0.001,42,660,140,EARLY_WARNING
0.85,0.1,0.001,43,660,140,EARLY_WARNING
0.85,0.1,0.001,44,680,120,EARLY_WARNING
0.85,0.1,0.001,45,680,120,EARLY_WARNING
0.85,0.1,0.001,46,660,140,EARLY_WARNING
0.85,0.1,0.001,47,660,140,EARLY_WARNING
0.85,0.1,0.001,48,660,140,EARLY_WARNING
0.85,0.1,0.001,49,700,100,EARLY_WARNING
0.85,0.1,0.001,50,680,120,EARLY_WARNING
0.85,0.1,0.001,51,700,100,EARLY_WARNING
0.85,0.1,0.001,52,700,100,EARLY_WARNING
0.85,0.1,0.001,53,720,80,EARLY_WARNING
0.85,0.1,0.001,54,700,100,EARLY_WARNING
0.85,0.1,0.001,55,700,100,EARLY_WARNING
0.85,0.1,0.001,56,700,100,EARLY_WARNING
0.85,0.1,0.001,57,700,100,EARLY_WARNING
0.85,0.1,0.001,58,660,140,EARLY_WARNING
0.85,0.1,0.001,59,700,100,EARLY_WARNING
0.85,0.1,0.001,60,660,140,EARLY_WARNING
0.85,0.1,0.001,61,660,140,EARLY_WARNING
0.85,0.1,0.001,62,700,100,EARLY_WARNING
0.85,0.1,0.001,63,700,100,EARLY_WARNING
0.85,0.1,0.001,64,680,120,EARLY_WARNING
0.85,0.1,0.001,65,640,160,EARLY_WARNING
0.85,0.1,0.001,66,660,140,EARLY_WARNING
0.85,0.1,0.001,67,660,140,EARLY_WARNING
0.85,0.1,0.001,68,720,80,EARLY_WARNING
0.85,0.1,0.001,69,700,100,EARLY_WARNING
0.85,0.1,0.001,70,680,120,EARLY_WARNING
0.85,0.1,0.001,71,720,80,EARLY_WARNING
0.85,0.1,0.001,72,720,80,EARLY_WARNING
0.85,0.1,0.001,73,660,140,EARLY_WARNING
0.85,0.1,0.001,74,700,100,EARLY_WARNING
0.85,0.1,0.001,75,700,100,EARLY_WARNING
0.85,0.1,0.001,76,700,100,EARLY_WARNING
0.85,0.1,0.001,77,660,140,EARLY_WARNING
0.85,0.1,0.001,78,680,120,EARLY_WARNING
0.85,0.1,0.001,79,680,120,EARLY_WARNING
0.85,0.1,0.001,80,680,120,EARLY_WARNING
0.85,0.1,0.001,81,660,140,EARLY_WARNING
0.85,0.1,0.001,82,700,100,EARLY_WARNING
0.85,0.1,0.001,83,680,120,EARLY_WARNING
0.85,0.1,0.001,84,700,100,EARLY_WARNING
0.85,0.1,0.001,85,680,120,EARLY_WARNING
0.85,0.1,0.001,86,680,120,EARLY_WARNING
0.85,0.1,0.001,87,700,100,EARLY_WARNING
0.85,0.1,0.001,88,660,140,EARLY_WARNING
0.85,0.1,0.001,89,660,140,EARLY_WARNING
0.85,0.1,0.001,90,660,140,EARLY_WARNING
0.85,0.1,0.001,91,700,100,EARLY_WARNING
0.85,0.1,0.001,92,680,120,EARLY_WARNING
0.85,0.1,0.001,93,700,100,EARLY_WARNING
0.85,0.1,0.001,94,700,100,EARLY_WARNING
0.85,0.1,0.001,95,660,140,EARLY_WARNING
0.85,0.1,0.001,96,720,80,EARLY_WARNING
0.85,0.1,0.001,97,660,140,EARLY_WARNING
0.85,0.1,0.001,98,680,120,EARLY_WARNING
0.85,0.1,0.001,99,700,100,EARLY_WARNING
0.85,0.1,0.001,100,640,160,EARLY_WARNING
0.85,0.1,0.0015,1,600,200,EARLY_WARNING
0.85,0.1,0.0015,2,560,240,EARLY_WARNING
0.85,0.1,0.0015,3,560,240,EARLY_WARNING
0.85,0.1,0.0015,4,580,220,EARLY_WARNING
0.85,0.1,0.0015,5,600,200,EARLY_WARNING
0.85,0.1,0.0015,6,580,220,EARLY_WARNING
0.85,0.1,0.0015,7,560,240,EARLY_WARNING
0.85,0.1,0.0015,8,600,200,EARLY_WARNING
0.85,0.1,0.0015,9,580,220,EARLY_WARNING
0.85,0.1,0.0015,10,560,240,EARLY_WARNING
0.85,0.1,0.0015,11,600,200,EARLY_WARNING
0.85,0.1,0.0015,12,540,260,EARLY_WARNING
0.85,0.1,0.0015,13,580,220,EARLY_WARNING
0.85,0.1,0.0015,14,560,240,EARLY_WARNING
0.85,0.1,0.0015,15,580,220,EARLY_WARNING
0.85,0.1,0.0015,16,560,240,EARLY_WARNING
0.85,0.1,0.0015,17,580,220,EARLY_WARNING
0.85,0.1,0.0015,18,580,220,EARLY_WARNING
0.85,0.1,0.0015,19,600,200,EARLY_WARNING
0.85,0.1,0.0015,20,560,240,EARLY_WARNING
0.85,0.1,0.0015,21,580,220,EARLY_WARNING
0.85,0.1,0.0015,22,580,220,EARLY_WARNING
0.85,0.1,0.0015,23,580,220,EARLY_WARNING
0.85,0.1,0.0015,24,580,220,EARLY_WARNING
0.85,0.1,0.0015,25,600,200,EARLY_WARNING
0.85,0.1,0.0015,26,540,260,EARLY_WARNING
0.85,0.1,0.0015,27,560,240,EARLY_WARNING
0.85,0.1,0.0015,28,580,220,EARLY_WARNING
0.85,0.1,0.0015,29,560,240,EARLY_WARNING
0.85,0.1,0.0015,30,600,200,EARLY_WARNING
0.85,0.1,0.0015,31,580,220,EARLY_WARNING
0.85,0.1,0.0015,32,560,240,EARLY_WARNING
0.85,0.1,0.0015,33,560,240,EARLY_WARNING
0.85,0.1,0.0015,34,580,220,EARLY_WARNING
0.85,0.1,0.0015,35,580,220,EARLY_WARNING
0.85,0.1,0.0015,36,600,200,EARLY_WARNING
0.85,0.1,0.0015,37,580,220,EARLY_WARNING
0.85,0.1,0.0015,38,560,240,EARLY_WARNING
0.85,0.1,0.0015,39,540,260,EARLY_WARNING
0.85,0.1,0.0015,40,600,200,EARLY_WARNING
0.85,0.1,0.0015,41,580,220,EARLY_WARNING
0.85,0.1,0.0015,42,600,200,EARLY_WARNING
0.85,0.1,0.0015,43,580,220,EARLY_WARNING
0.85,0.1,0.0015,44,600,200,EARLY_WARNING
0.85,0.1,0.0015,45,560,240,EARLY_WARNING
0.85,0.1,0.0015,46,580,220,EARLY_WARNING
0.85,0.1,0.0015,47,560,240,EARLY_WARNING
0.85,0.1,0.0015,48,580,220,EARLY_WARNING
0.85,0.1,0.0015,49,560,240,EARLY_WARNING
0.85,0.1,0.0015,50,580,220,EARLY_WARNING
0.85,0.1,0.0015,51,580,220,EARLY_WARNING
0.85,0.1,0.0015,52,580,220,EARLY_WARNING
0.85,0.1,0.0015,53,580,220,EARLY_WARNING
0.85,0.1,0.0015,54,580,220,EARLY_WARNING
0.85,0.1,0.0015,55,540,260,EARLY_WARNING
0.85,0.1,0.0015,56,560,240,EARLY_WARNING
0.85,0.1,0.0015,57,600,200,EARLY_WARNING
0.85,0.1,0.0015,58,580,220,EARLY_WARNING
0.85,0.1,0.0015,59,600,200,EARLY_WARNING
0.85,0.1,0.0015,60,580,220,EARLY_WARNING
0.85,0.1,0.0015,61,560,240,EARLY_WARNING
0.85,0.1,0.0015,62,560,240,EARLY_WARNING
0.85,0.1,0.0015,63,580,220,EARLY_WARNING
0.85,0.1,0.0015,64,560,240,EARLY_WARNING
0.85,0.1,0.0015,65,560,240,EARLY_WARNING
0.85,0.1,0.0015,66,580,220,EARLY_WARNING
0.85,0.1,0.0015,67,580,220,EARLY_WARNING
0.85,0.1,0.0015,68,560,240,EARLY_WARNING
0.85,0.1,0.0015,69,580,220,EARLY_WARNING
0.85,0.1,0.0015,70,560,240,EARLY_WARNING
0.85,0.1,0.0015,71,580,220,EARLY_WARNING
0.85,0.1,0.0015,72,560,240,EARLY_WARNING
0.85,0.1,0.0015,73,580,220,EARLY_WARNING
0.85,0.1,0.0015,74,580,220,EARLY_WARNING
0.85,0.1,0.0015,75,580,220,EARLY_WARNING
0.85,0.1,0.0015,76,580,220,EARLY_WARNING
0.85,0.1,0.0015,77,560,240,EARLY_WARNING
0.85,0.1,0.0015,78,600,200,EARLY_WARNING
0.85,0.1,0.0015,79,580,220,EARLY_WARNING
0.85,0.1,0.0015,80,560,240,EARLY_WARNING
0.85,0.1,0.0015,81,580,220,EARLY_WARNING
0.85,0.1,0.0015,82,580,220,EARLY_WARNING
0.85,0.1,0.0015,83,540,260,EARLY_WARNING
0.85,0.1,0.0015,84,580,220,EARLY_WARNING
0.85,0.1,0.0015,85,560,240,EARLY_WARNING
0.85,0.1,0.0015,86,560,240,EARLY_WARNING
0.85,0.1,0.0015,87,560,240,EARLY_WARNING
0.85,0.1,0.0015,88,580,220,EARLY_WARNING
0.85,0.1,0.0015,89,560,240,EARLY_WARNING
0.85,0.1,0.0015,90,600,200,EARLY_WARNING
0.85,0.1,0.0015,91,560,240,EARLY_WARNING
0.85,0.1,0.0015,92,580,220,EARLY_WARNING
0.85,0.1,0.0015,93,560,240,EARLY_WARNING
0.85,0.1,0.0015,94,560,240,EARLY_WARNING
0.85,0.1,0.0015,95,600,200,EARLY_WARNING
0.85,0.1,0.0015,96,560,240,EARLY_WARNING
0.85,0.1,0.0015,97,580,220,EARLY_WARNING
0.85,0.1,0.0015,98,600,200,EARLY_WARNING
0.85,0.1,0.0015,99,600,200,EARLY_WARNING
0.85,0.1,0.0015,100,580,220,EARLY_WARNING
0.85,0.1,0.002,1,500,300,EARLY_WARNING
0.85,0.1,0.002,2,520,280,EARLY_WARNING
0.85,0.1,0.002,3,520,280,EARLY_WARNING
0.85,0.1,0.002,4,520,280,EARLY_WARNING
0.85,0.1,0.002,5,500,300,EARLY_WARNING
0.85,0.1,0.002,6,520,280,EARLY_WARNING
0.85,0.1,0.002,7,520,280,EARLY_WARNING
0.85,0.1,0.002,8,520,280,EARLY_WARNING
0.85,0.1,0.002,9,520,280,EARLY_WARNING
0.85,0.1,0.002,10,500,300,EARLY_WARNING
0.85,0.1,0.002,11,520,280,EARLY_WARNING
0.85,0.1,0.002,12,520,280,EARLY_WARNING
0.85,0.1,0.002,13,520,280,EARLY_WARNING
0.85,0.1,0.002,14,520,280,EARLY_WARNING
0.85,0.1,0.002,15,500,300,EARLY_WARNING
0.85,0.1,0.002,16,520,280,EARLY_WARNING
0.85,0.1,0.002,17,540,260,EARLY_WARNING
0.85,0.1,0.002,18,520,280,EARLY_WARNING
0.85,0.1,0.002,19,520,280,EARLY_WARNING
0.85,0.1,0.002,20,520,280,EARLY_WARNING
0.85,0.1,0.002,21,500,300,EARLY_WARNING
0.85,0.1,0.002,22,540,260,EARLY_WARNING
0.85,0.1,0.002,23,520,280,EARLY_WARNING
0.85,0.1,0.002,24,540,260,EARLY_WARNING
0.85,0.1,0.002,25,520,280,EARLY_WARNING
0.85,0.1,0.002,26,520,280,EARLY_WARNING
0.85,0.1,0.002,27,520,280,EARLY_WARNING
0.85,0.1,0.002,28,520,280,EARLY_WARNING
0.85,0.1,0.002,29,540,260,EARLY_WARNING
0.85,0.1,0.002,30,540,260,EARLY_WARNING
0.85,0.1,0.002,31,520,280,EARLY_WARNING
0.85,0.1,0.002,32,520,280,EARLY_WARNING
0.85,0.1,0.002,33,500,300,EARLY_WARNING
0.85,0.1,0.002,34,520,280,EARLY_WARNING
0.85,0.1,0.002,35,540,260,EARLY_WARNING
0.85,0.1,0.002,36,520,280,EARLY_WARNING
0.85,0.1,0.002,37,500,300,EARLY_WARNING
0.85,0.1,0.002,38,540,260,EARLY_WARNING
0.85,0.1,0.002,39,540,260,EARLY_WARNING
0.85,0.1,0.002,40,500,300,EARLY_WARNING
0.85,0.1,0.002,41,520,280,EARLY_WARNING
0.85,0.1,0.002,42,520,280,EARLY_WARNING
0.85,0.1,0.002,43,500,300,EARLY_WARNING
0.85,0.1,0.002,44,520,280,EARLY_WARNING
0.85,0.1,0.002,45,520,280,EARLY_WARNING
0.85,0.1,0.002,46,520,280,EARLY_WARNING
0.85,0.1,0.002,47,520,280,EARLY_WARNING
0.85,0.1,0.002,48,500,300,EARLY_WARNING
0.85,0.1,0.002,49,500,300,EARLY_WARNING
0.85,0.1,0.002,50,520,280,EARLY_WARNING
0.85,0.1,0.002,51,520,280,EARLY_WARNING
0.85,0.1,0.002,52,520,280,EARLY_WARNING
0.85,0.1,0.002,53,500,300,EARLY_WARNING
0.85,0.1,0.002,54,520,280,EARLY_WARNING
0.85,0.1,0.002,55,520,280,EARLY_WARNING
0.85,0.1,0.002,56,520,280,EARLY_WARNING
0.85,0.1,0.002,57,520,280,EARLY_WARNING
0.85,0.1,0.002,58,500,300,EARLY_WARNING
0.85,0.1,0.002,59,520,280,EARLY_WARNING
0.85,0.1,0.002,60,500,300,EARLY_WARNING
0.85,0.1,0.002,61,520,280,EARLY_WARNING
0.85,0.1,0.002,62,540,260,EARLY_WARNING
0.85,0.1,0.002,63,520,280,EARLY_WARNING
0.85,0.1,0.002,64,500,300,EARLY_WARNING
0.85,0.1,0.002,65,520,280,EARLY_WARNING
0.85,0.1,0.002,66,520,280,EARLY_WARNING
0.85,0.1,0.002,67,520,280,EARLY_WARNING
0.85,0.1,0.002,68,540,260,EARLY_WARNING
0.85,0.1,0.002,69,500,300,EARLY_WARNING
0.85,0.1,0.002,70,520,280,EARLY_WARNING
0.85,0.1,0.002,71,520,280,EARLY_WARNING
0.85,0.1,0.002,72,520,280,EARLY_WARNING
0.85,0.1,0.002,73,520,280,EARLY_WARNING
0.85,0.1,0.002,74,520,280,EARLY_WARNING
0.85,0.1,0.002,75,520,280,EARLY_WARNING
0.85,0.1,0.002,76,500,300,EARLY_WARNING
0.85,0.1,0.002,77,540,260,EARLY_WARNING
0.85,0.1,0.002,78,520,280,EARLY_WARNING
0.85,0.1,0.002,79,540,260,EARLY_WARNING
0.85,0.1,0.002,80,520,280,EARLY_WARNING
0.85,0.1,0.002,81,540,260,EARLY_WARNING
0.85,0.1,0.002,82,520,280,EARLY_WARNING
0.85,0.1,0.002,83,500,300,EARLY_WARNING
0.85,0.1,0.002,84,500,300,EARLY_WARNING
0.85,0.1,0.002,85,520,280,EARLY_WARNING
0.85,0.1,0.002,86,520,280,EARLY_WARNING
0.85,0.1,0.002,87,540,260,EARLY_WARNING
0.85,0.1,0.002,88,520,280,EARLY_WARNING
0.85,0.1,0.002,89,500,300,EARLY_WARNING
0.85,0.1,0.002,90,520,280,EARLY_WARNING
0.85,0.1,0.002,91,520,280,EARLY_WARNING
0.85,0.1,0.002,92,500,300,EARLY_WARNING
0.85,0.1,0.002,93,540,260,EARLY_WARNING
0.85,0.1,0.002,94,520,280,EARLY_WARNING
0.85,0.1,0.002,95,520,280,EARLY_WARNING
0.85,0.1,0.002,96,500,300,EARLY_WARNING
0.85,0.1,0.002,97,540,260,EARLY_WARNING
0.85,0.1,0.002,98,500,300,EARLY_WARNING
0.85,0.1,0.002,99,500,300,EARLY_WARNING
0.85,0.1,0.002,100,500,300,EARLY_WARNING
0.85,0.2,0.0005,1,800,0,MISS
0.85,0.2,0.0005,2,800,0,MISS
0.85,0.2,0.0005,3,800,0,MISS
0.85,0.2,0.0005,4,800,0,MISS
0.85,0.2,0.0005,5,800,0,MISS
0.85,0.2,0.0005,6,800,0,MISS
0.85,0.2,0.0005,7,820,-20,MISS
0.85,0.2,0.0005,8,820,-20,MISS
0.85,0.2,0.0005,9,800,0,MISS
0.85,0.2,0.0005,10,800,0,MISS
0.85,0.2,0.0005,11,800,0,MISS
0.85,0.2,0.0005,12,820,-20,MISS
0.85,0.2,0.0005,13,800,0,MISS
0.85,0.2,0.0005,14,800,0,MISS
0.85,0.2,0.0005,15,800,0,MISS
0.85,0.2,0.0005,16,800,0,MISS
0.85,0.2,0.0005,17,800,0,MISS
0.85,0.2,0.0005,18,800,0,MISS
0.85,0.2,0.0005,19,800,0,MISS
0.85,0.2,0.0005,20,800,0,MISS
0.85,0.2,0.0005,21,800,0,MISS
0.85,0.2,0.0005,22,800,0,MISS
0.85,0.2,0.0005,23,820,-20,MISS
0.85,0.2,0.0005,24,800,0,MISS
0.85,0.2,0.0005,25,800,0,MISS
0.85,0.2,0.0005,26,800,0,MISS
0.85,0.2,0.0005,27,800,0,MISS
0.85,0.2,0.0005,28,800,0,MISS
0.85,0.2,0.0005,29,800,0,MISS
0.85,0.2,0.0005,30,800,0,MISS
0.85,0.2,0.0005,31,800,0,MISS
0.85,0.2,0.0005,32,800,0,MISS
0.85,0.2,0.0005,33,800,0,MISS
0.85,0.2,0.0005,34,800,0,MISS
0.85,0.2,0.0005,35,800,0,MISS
0.85,0.2,0.0005,36,800,0,MISS
0.85,0.2,0.0005,37,800,0,MISS
0.85,0.2,0.0005,38,800,0,MISS
0.85,0.2,0.0005,39,800,0,MISS
0.85,0.2,0.0005,40,800,0,MISS
0.85,0.2,0.0005,41,800,0,MISS
0.85,0.2,0.0005,42,800,0,MISS
0.85,0.2,0.0005,43,800,0,MISS
0.85,0.2,0.0005,44,800,0,MISS
0.85,0.2,0.0005,45,820,-20,MISS
0.85,0.2,0.0005,46,820,-20,MISS
0.85,0.2,0.0005,47,800,0,MISS
0.85,0.2,0.0005,48,800,0,MISS
0.85,0.2,0.0005,49,800,0,MISS
0.85,0.2,0.0005,50,820,-20,MISS
0.85,0.2,0.0005,51,800,0,MISS
0.85,0.2,0.0005,52,800,0,MISS
0.85,0.2,0.0005,53,800,0,MISS
0.85,0.2,0.0005,54,800,0,MISS
0.85,0.2,0.0005,55,800,0,MISS
0.85,0.2,0.0005,56,800,0,MISS
0.85,0.2,0.0005,57,800,0,MISS
0.85,0.2,0.0005,58,800,0,MISS
0.85,0.2,0.0005,59,800,0,MISS
0.85,0.2,0.0005,60,820,-20,MISS
0.85,0.2,0.0005,61,800,0,MISS
0.85,0.2,0.0005,62,800,0,MISS
0.85,0.2,0.0005,63,800,0,MISS
0.85,0.2,0.0005,64,800,0,MISS
0.85,0.2,0.0005,65,820,-20,MISS
0.85,0.2,0.0005,66,800,0,MISS
0.85,0.2,0.0005,67,800,0,MISS
0.85,0.2,0.0005,68,800,0,MISS
0.85,0.2,0.0005,69,820,-20,MISS
0.85,0.2,0.0005,70,800,0,MISS
0.85,0.2,0.0005,71,800,0,MISS
0.85,0.2,0.0005,72,800,0,MISS
0.85,0.2,0.0005,73,800,0,MISS
0.85,0.2,0.0005,74,820,-20,MISS
0.85,0.2,0.0005,75,800,0,MISS
0.85,0.2,0.0005,76,800,0,MISS
0.85,0.2,0.0005,77,800,0,MISS
0.85,0.2,0.0005,78,820,-20,MISS
0.85,0.2,0.0005,79,800,0,MISS
0.85,0.2,0.0005,80,800,0,MISS
0.85,0.2,0.0005,81,820,-20,MISS
0.85,0.2,0.0005,82,800,0,MISS
0.85,0.2,0.0005,83,800,0,MISS
0.85,0.2,0.0005,84,800,0,MISS
0.85,0.2,0.0005,85,820,-20,MISS
0.85,0.2,0.0005,86,800,0,MISS
0.85,0.2,0.0005,87,800,0,MISS
0.85,0.2,0.0005,88,800,0,MISS
0.85,0.2,0.0005,89,800,0,MISS
0.85,0.2,0.0005,90,800,0,MISS
0.85,0.2,0.0005,91,820,-20,MISS
0.85,0.2,0.0005,92,800,0,MISS
0.85,0.2,0.0005,93,800,0,MISS
0.85,0.2,0.0005,94,800,0,MISS
0.85,0.2,0.0005,95,800,0,MISS
0.85,0.2,0.0005,96,800,0,MISS
0.85,0.2,0.0005,97,800,0,MISS
0.85,0.2,0.0005,98,800,0,MISS
0.85,0.2,0.0005,99,800,0,MISS
0.85,0.2,0.0005,100,820,-20,MISS
0.85,0.2,0.001,1,720,80,EARLY_WARNING
0.85,0.2,0.001,2,660,140,EARLY_WARNING
0.85,0.2,0.001,3,680,120,EARLY_WARNING
0.85,0.2,0.001,4,700,100,EARLY_WARNING
0.85,0.2,0.001,5,720,80,EARLY_WARNING
0.85,0.2,0.001,6,680,120,EARLY_WARNING
0.85,0.2,0.001,7,700,100,EARLY_WARNING
0.85,0.2,0.001,8,700,100,EARLY_WARNING
0.85,0.2,0.001,9,700,100,EARLY_WARNING
0.85,0.2,0.001,10,740,60,EARLY_WARNING
0.85,0.2,0.001,11,680,120,EARLY_WARNING
0.85,0.2,0.001,12,700,100,EARLY_WARNING
0.85,0.2,0.001,13,640,160,EARLY_WARNING
0.85,0.2,0.001,14,680,120,EARLY_WARNING
0.85,0.2,0.001,15,680,120,EARLY_WARNING
0.85,0.2,0.001,16,720,80,EARLY_WARNING
0.85,0.2,0.001,17,720,80,EARLY_WARNING
0.85,0.2,0.001,18,720,80,EARLY_WARNING
0.85,0.2,0.001,19,680,120,EARLY_WARNING
0.85,0.2,0.001,20,720,80,EARLY_WARNING
0.85,0.2,0.001,21,700,100,EARLY_WARNING
0.85,0.2,0.001,22,700,100,EARLY_WARNING
0.85,0.2,0.001,23,700,100,EARLY_WARNING
0.85,0.2,0.001,24,700,100,EARLY_WARNING
0.85,0.2,0.001,25,640,160,EARLY_WARNING
0.85,0.2,0.001,26,680,120,EARLY_WARNING
0.85,0.2,0.001,27,660,140,EARLY_WARNING
0.85,0.2,0.001,28,700,100,EARLY_WARNING
0.85,0.2,0.001,29,740,60,EARLY_WARNING
0.85,0.2,0.001,30,700,100,EARLY_WARNING
0.85,0.2,0.001,31,700,100,EARLY_WARNING
0.85,0.2,0.001,32,720,80,EARLY_WARNING
0.85,0.2,0.001,33,720,80,EARLY_WARNING
0.85,0.2,0.001,34,700,100,EARLY_WARNING
0.85,0.2,0.001,35,700,100,EARLY_WARNING
0.85,0.2,0.001,36,680,120,EARLY_WARNING
0.85,0.2,0.001,37,740,60,EARLY_WARNING
0.85,0.2,0.001,38,700,100,EARLY_WARNING
0.85,0.2,0.001,39,720,80,EARLY_WARNING
0.85,0.2,0.001,40,680,120,EARLY_WARNING
0.85,0.2,0.001,41,620,180,EARLY_WARNING
0.85,0.2,0.001,42,720,80,EARLY_WARNING
0.85,0.2,0.001,43,680,120,EARLY_WARNING
