seed,probe_index,true_recovery_time,ac_risk,rl_risk,mean_risk,ac_rl_equal,ac_rl_fitted
79,320,2.199273117867479,0.3481155871004331,0.08656354525970511,0.19587670193279255,0.2173395661800691,0.1286242492622058
79,370,2.745624788447456,0.4218785916817256,0.10383809440476177,0.21502086420671276,0.2628583430432437,0.15498281926575302
79,420,3.555585707820449,0.5757924745616944,0.15337235821654793,0.29714863994216856,0.36458241638912114,0.22130257720185603
79,470,4.886657343860002,0.7720284580891177,0.27875818049878776,0.41711300657468886,0.5253933192939527,0.35808195481515226
80,120,1.0743511113676965,0.2876513541389456,0.07429386790954962,0.1671990087447352,0.1809726110242476,0.10860430957865705
80,170,1.2675745837390786,0.41201590554948875,0.10134861308899923,0.33585649695366826,0.256682259319244,0.15130763822020443
80,220,1.5044948573296935,0.5001321133075112,0.1261220147319161,0.32652122689452057,0.31312706401971363,0.1862673224856735
80,270,1.804454873038303,0.47627413303428545,0.1187984702588063,0.258340969585751,0.2975363016465459,0.17628484250916387
80,320,2.199273117867479,0.5787215501105879,0.15457531359844168,0.29378922088204373,0.3666484318545148,0.22278311340057677
80,370,2.745624788447456,0.4689595077729751,0.11665360221292442,0.2748180677628863,0.2928065549929498,0.17330861552426313
80,420,3.555585707820449,0.4725526426432398,0.11770159963271443,0.27187368973286913,0.2951271211379771,0.1747659015590328
80,470,4.886657343860002,0.5658768299927,0.14939223370494492,0.31026311160158215,0.35763453184882243,0.21636794990572927
81,120,1.0743511113676965,0.49736770187222956,0.12524647196339922,0.21173566286858492,0.3113070869178144,0.18508802699042098
81,170,1.2675745837390786,0.5131977292109297,0.13036210782819324,0.325753173284705,0.32177991851956145,0.19192666545607143
81,220,1.5044948573296935,0.478479841091086,0.1194541616111664,0.2769391404509095,0.2989670013511262,0.17718979513031613
81,270,1.804454873038303,0.4786367999687442,0.11950098078772509,0.23898033354475254,0.29906889037823464,0.1772543260912458
81,320,2.199273117867479,0.5820797504848764,0.1559702740607235,0.36103831397194075,0.36902501227279993,0.22449378637744527
81,370,2.745624788447456,0.4856549977856425,0.1216165088899761,0.28354206508382834,0.3036357533378093,0.18015826226035248
81,420,3.555585707820449,0.7186661256033222,0.2323644726671633,0.4477737424772412,0.47551529913524276,0.3105676085942389
81,470,4.886657343860002,0.8221134800132914,0.33797846438507906,0.5365781847410844,0.5800459721991853,0.41583317905782613
82,120,1.0743511113676965,0.21641513019326297,0.06132874302406843,0.16992319047495336,0.1388719366086657,0.08626849336833423
82,170,1.2675745837390786,0.265366229718198,0.07009455154302335,0.2099104601555581,0.16773039063061068,0.10149657845130138
82,220,1.5044948573296935,0.25079922576814906,0.06742622046556435,0.13530927778662089,0.1591127231168567,0.09691479812605805
82,270,1.804454873038303,0.5050153040812178,0.1276867616874805,0.26377875933543987,0.3163510328843491,0.18836571499109295
82,320,2.199273117867479,0.5788114569501952,0.1546124392353173,0.2922849988544168,0.36671194809275626,0.22282872688763078
82,370,2.745624788447456,0.5101593638390883,0.12936073016973437,0.3072604558671183,0.31976004700441135,0.19059771575242285
82,420,3.555585707820449,0.6018127645691728,0.1645253948773756,0.3181120844030666,0.3831690797232742,0.23484644644018066
82,470,4.886657343860002,0.7200720647745088,0.23342453431312937,0.46305459990691916,0.4767482995438191,0.31168329149288965
83,120,1.0743511113676965,0.05180035138087091,0.032675911995756035,0.12160334477540147,0.042238131688313474,0.0357513511264546
83,170,1.2675745837390786,0.002910372174332543,0.021253216365647698,0.08051269430100402,0.01208179426999012,0.018303467112439006
83,220,1.5044948573296935,0.33079373117765165,0.0829008488275167,0.34130336077083384,0.20684729000258417,0.12276499622807494
83,270,1.804454873038303,0.6264993427372971,0.17617806412106551,0.35059720206386197,0.4013387034291813,0.24859512449882
83,320,2.199273117867479,0.6085035673239053,0.16757365794975487,0.3332956514994442,0.3880386126368301,0.23848047356287508
83,370,2.745624788447456,0.658850084022047,0.19332664998704518,0.34563718889987893,0.4260883670045461,0.26818839921054105
83,420,3.555585707820449,0.590748944272955,0.15965153816345856,0.246639747646978,0.3752002412182068,0.22897716937248197
83,470,4.886657343860002,0.7675181629818563,0.2742783406724213,0.4921380033014544,0.5208982518271388,0.353597217414498
84,120,1.0743511113676965,0.20881611538872769,0.06001315806597318,0.16033741223532055,0.13441463672735043,0.08394245756064274
84,170,1.2675745837390786,0.23116109307476618,0.06391244755933367,0.1651655837665384,0.14753677031704993,0.09080803485559913
84,220,1.5044948573296935,0.5338304601892662,0.13742361329301966,0.4190099263848216,0.3356270367411429,0.20117058668510945
84,270,1.804454873038303,0.6794989685180968,0.20559228980868927,0.3670162264190414,0.442545629163393,0.2818021652802128
84,320,2.199273117867479,0.6789086948027181,0.20522560601564155,0.32791264736371667,0.4420671504091798,0.281399525547097
84,370,2.745624788447456,0.6294505987907846,0.17764895292247962,0.34162657168593036,0.4035497758566321,0.2503040741020778
84,420,3.555585707820449,0.62950387065421,0.17767566504894672,0.3699459239708341,0.40358976785157835,0.25033505735266504
84,470,4.886657343860002,0.7175658001346509,0.2315401018351595,0.41796897186339577,0.4745529509849052,0.3096988609483157
85,120,1.0743511113676965,0.3893912188879596,0.09586158476788131,0.25417436406711985,0.24262640182792045,0.14306466897934036
85,170,1.2675745837390786,0.5172351427245132,0.131707589922352,0.2608787803844558,0.3244713663234326,0.193705042395289
85,220,1.5044948573296935,0.464307844661796,0.11531265739149377,0.31568801269996116,0.28981025102664487,0.17143526751056232
85,270,1.804454873038303,0.4915483198506416,0.12342707113398899,0.30624081701759354,0.3074876954923153,0.18262538123064923
85,320,2.199273117867479,0.48251991989680243,0.12066611446038933,0.1692499419513613,0.3015930171785959,0.17885654453895689
85,370,2.745624788447456,0.5923840010924926,0.16035915218870445,0.3140115891150205,0.3763715766405985,0.22983392731790303
85,420,3.555585707820449,0.6310461885968187,0.178451540978097,0.36248599960901257,0.40474886478745786,0.2512341863462391
85,470,4.886657343860002,0.664477419972848,0.1965585035941878,0.3601131960196021,0.4305179617835179,0.2718054750973139
86,120,1.0743511113676965,0.2671116506159188,0.07041814444712657,0.1768691258302179,0.16876489753152268,0.10204881834267772
86,170,1.2675745837390786,0.24160787516724103,0.06577046872045345,0.2057983707105003,0.15368917194384724,0.09404723174274114
86,220,1.5044948573296935,0.4631495567743007,0.11498148231241956,0.32755491922250857,0.2890655195433601,0.17097108277586914
86,270,1.804454873038303,0.5014820889540389,0.1265522604185989,0.2665584021009455,0.3140171746863189,0.18684547177628544
86,320,2.199273117867479,0.5584752408582688,0.14651048800057564,0.27322857171202275,0.35249286442942224,0.21275935919066324
86,370,2.745624788447456,0.7544436111360839,0.261934563616677,0.5083448876641813,0.5081890873763805,0.34113592301146195
86,420,3.555585707820449,0.7654586112710178,0.2722717376639803,0.41414540387819343,0.518865174467499,0.3515820996199242
86,470,4.886657343860002,0.7674856698150901,0.274246495385158,0.4547419757517215,0.5208660826001241,0.3535652679404434
87,120,1.0743511113676965,0.356548514974105,0.08839505818865712,0.27046069847807075,0.22247178658138106,0.13151734885679214
87,170,1.2675745837390786,0.47717458704372095,0.11906564268220943,0.21200478146139767,0.2981201148629652,0.1766538542038374
87,220,1.5044948573296935,0.43081716173041307,0.10614905583488798,0.22758262374394134,0.2684831087826505,0.15835957961829591
87,270,1.804454873038303,0.5100620228674502,0.12932880531170377,0.3326669893802265,0.31969541408957697,0.19055527119906862
87,320,2.199273117867479,0.6498764344991275,0.18833348102572034,0.3303556993049236,0.4191049577624239,0.26255512125404
87,370,2.745624788447456,0.678456060311017,0.20494509484300827,0.38944681300278255,0.44170057757701264,0.2810913348812191
