seed,probe_index,rho,mean_risk,va_risk,ac_risk,measured_recovery_time,theoretical_recovery_time
4,320,0.6346410684474123,0.3908959326510556,0.19866661869877122,0.5887951313409452,11.0,2.199273117867479
4,370,0.6947412353923206,0.29838231320435715,0.0,0.5696921104613156,13.0,2.745624788447456
4,420,0.7548414023372287,0.4730801510638153,0.45680510235411864,0.6902038497822537,17.0,3.555585707820449
4,470,0.8149415692821369,0.4579708405696315,0.4121760700409355,0.7775467427137711,23.0,4.886657343860002
5,120,0.39424040066777966,0.2100770866200768,0.0,0.32486460244921056,5.0,1.0743511113676965
5,170,0.4543405676126878,0.28911910433051424,0.31312324714181305,0.36938132822247094,6.0,1.2675745837390786
5,220,0.514440734557596,0.23357661785812675,0.18998458561592235,0.3988481644763501,7.0,1.5044948573296935
5,270,0.5745409015025041,0.22686590588934114,0.058332382824299644,0.4848311728692606,9.0,1.804454873038303
5,320,0.6346410684474123,0.35275518155904273,0.02882391254206529,0.6168154076961663,11.0,2.199273117867479
5,370,0.6947412353923206,0.4392947844146544,0.41058069000113717,0.7205169946608081,13.0,2.745624788447456
5,420,0.7548414023372287,0.389638507027915,0.0,0.782920082092672,17.0,3.555585707820449
5,470,0.8149415692821369,0.4208491989590322,0.4439651139846096,0.6414149866696927,23.0,4.886657343860002
6,120,0.39424040066777966,0.26203591264047793,0.3076752011715228,0.3555844941175784,5.0,1.0743511113676965
6,170,0.4543405676126878,0.18848089137148719,0.0,0.40939090752876084,6.0,1.2675745837390786
6,220,0.514440734557596,0.29815176322660575,0.2605365629596902,0.5271670672218239,7.0,1.5044948573296935
6,270,0.5745409015025041,0.35411694199188937,0.0,0.6166782561255894,9.0,1.804454873038303
6,320,0.6346410684474123,0.30565938329915654,0.1368272959737198,0.5416885754392654,11.0,2.199273117867479
6,370,0.6947412353923206,0.3042832726082298,0.17720831851612673,0.5700886770611624,13.0,2.745624788447456
6,420,0.7548414023372287,0.31070923278407925,0.03926349871008661,0.5967644129425452,17.0,3.555585707820449
6,470,0.8149415692821369,0.4771097306967773,0.3961096369877709,0.759332612776954,23.0,4.886657343860002
7,120,0.39424040066777966,0.16755161158619117,0.0,0.2759822214758727,5.0,1.0743511113676965
7,170,0.4543405676126878,0.16788562036552862,0.031117066360521473,0.26388544475178677,6.0,1.2675745837390786
7,220,0.514440734557596,0.2808674778322568,0.32574571405993913,0.4034148234463597,7.0,1.5044948573296935
7,270,0.5745409015025041,0.33626423927646293,0.17218206761497723,0.5979956024054973,9.0,1.804454873038303
7,320,0.6346410684474123,0.36090622660425414,0.0,0.5920847445911728,11.0,2.199273117867479
7,370,0.6947412353923206,0.29006549059480824,0.2096009055406305,0.5500678551423119,13.0,2.745624788447456
7,420,0.7548414023372287,0.26940344052481213,0.05915502427257513,0.5918579934400248,17.0,3.555585707820449
7,470,0.8149415692821369,0.3787256893569407,0.0,0.6916072915899443,23.0,4.886657343860002
8,120,0.39424040066777966,0.19262861881947066,0.0,0.2895232495283051,5.0,1.0743511113676965
8,170,0.4543405676126878,0.15596275578276952,0.0,0.2694109506914091,6.0,1.2675745837390786
8,220,0.514440734557596,0.2957300912399313,0.37070726653884145,0.4647345430184001,7.0,1.5044948573296935
8,270,0.5745409015025041,0.2841288265119262,0.0,0.5216774764474418,9.0,1.804454873038303
8,320,0.6346410684474123,0.3908763731400128,0.29596750745524647,0.5736823554374625,11.0,2.199273117867479
8,370,0.6947412353923206,0.33462921877633267,0.0,0.6566424867717204,13.0,2.745624788447456
8,420,0.7548414023372287,0.3983272774164049,0.3756409535281402,0.6532066456296028,17.0,3.555585707820449
8,470,0.8149415692821369,0.30843863050007564,0.0,0.649252002800508,23.0,4.886657343860002
9,120,0.39424040066777966,0.22264214879371505,0.2775021274730106,0.11580025357774626,5.0,1.0743511113676965
9,170,0.4543405676126878,0.13463391353729523,0.0,0.1930185623190308,6.0,1.2675745837390786
9,220,0.514440734557596,0.22829938345196474,0.10909879274808454,0.34820593697885593,7.0,1.5044948573296935
9,270,0.5745409015025041,0.4578686072865358,0.5644500019288263,0.63994989170843,9.0,1.804454873038303
9,320,0.6346410684474123,0.33646031632737833,0.0,0.7010104623203498,11.0,2.199273117867479
9,370,0.6947412353923206,0.3992798747384536,0.3169465027313818,0.6739630353903133,13.0,2.745624788447456
9,420,0.7548414023372287,0.3455827847515778,0.0,0.7258446355020556,17.0,3.555585707820449
9,470,0.8149415692821369,0.44799557666541306,0.20531407151041148,0.7621661714420765,23.0,4.886657343860002
10,120,0.39424040066777966,0.2516530820708637,0.0,0.324007893943436,5.0,1.0743511113676965
10,170,0.4543405676126878,0.35138510339905554,0.3575344652523146,0.3981616302039923,6.0,1.2675745837390786
10,220,0.514440734557596,0.3115547332938413,0.267369902018915,0.5247662991328317,7.0,1.5044948573296935
10,270,0.5745409015025041,0.2829884770674272,0.0,0.5841763675798827,9.0,1.804454873038303
10,320,0.6346410684474123,0.4038970367470681,0.49062273682372004,0.6289240942435524,11.0,2.199273117867479
10,370,0.6947412353923206,0.29522843961693734,0.0,0.6083157419947285,13.0,2.745624788447456
10,420,0.7548414023372287,0.4177599577683777,0.5341516658727237,0.5691564806460117,17.0,3.555585707820449
10,470,0.8149415692821369,0.36746403612525,0.0,0.6596501469577637,23.0,4.886657343860002
11,120,0.39424040066777966,0.24762643817014082,0.29597075842695775,0.2851553571052643,5.0,1.0743511113676965
11,170,0.4543405676126878,0.21761042977963294,0.10746673988477251,0.41405751440345495,6.0,1.2675745837390786
11,220,0.514440734557596,0.26624926055207354,0.0,0.514471387647478,7.0,1.5044948573296935
11,270,0.5745409015025041,0.42782003560788534,0.5869201079022992,0.5581645041678502,9.0,1.804454873038303
11,320,0.6346410684474123,0.27853107346135636,0.0,0.5606712319496023,11.0,2.199273117867479
