seed,probe_index,mean_risk,va_risk,ac_risk,true_recovery_time
37,470,0.7006251488171076,0.8560689471362555,0.8914381155961781,200.0
38,120,0.21410231592591983,0.2134180031466545,0.3299423238290886,200.0
38,170,0.22164192974003152,0.0,0.37407393850593684,200.0
38,220,0.30063367342042674,0.28054052598813284,0.4135532308151645,2348.3351503136896
38,270,0.28524269926153,0.0,0.41312629452523075,200.0
38,320,0.4431717058977907,0.5327056581425824,0.48406997923327966,200.0
38,370,0.36911532203678066,0.0,0.5801999871069838,200.0
38,420,0.45917168974658373,0.7207975255449559,0.6450469854520986,200.0
38,470,0.7578734769043418,0.8446534923378862,0.9239310377494152,200.0
39,120,0.1316008184024712,0.0,0.42497386536917103,200.0
39,170,0.22534009748703915,0.23631797245672792,0.32168502316999614,960.3660900176586
39,220,0.24272711861680016,0.32244998327560004,0.36471797439852915,200.0
39,270,0.24839830180889697,0.05961368359959218,0.4737988519595272,200.0
39,320,0.268297641390194,0.0,0.42048394352935936,200.0
39,370,0.30975605183944965,0.34988891939033173,0.37344894407718854,200.0
39,420,0.444252886570918,0.7118561521744124,0.6229976704640898,200.0
39,470,0.5405506013989869,0.42429097756531664,0.8260638534016689,200.0
40,120,0.1921852783344033,0.1582362109235712,0.3717950249467552,200.0
40,170,0.21374728906748985,0.0,0.4627940737600946,12767.970841734726
